concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Closed,complete,Value 3,2013-12-28 12:00:40+00:00,Closed,Value 3,Case2918,Variant 56,56,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-01-23 12:59:31+00:00,Assign seriousness,Value 1,Case1301,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-02-06 15:08:22+00:00,Take in charge ticket,Value 2,Case1301,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-02-08 12:05:11+00:00,Wait,Value 2,Case1301,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-02-26 11:57:17+00:00,Resolve ticket,Value 2,Case1301,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-03-13 11:57:39+00:00,Closed,Value 3,Case1301,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-03-31 11:11:12+00:00,Assign seriousness,Value 8,Case2305,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-03-31 11:11:23+00:00,Take in charge ticket,Value 8,Case2305,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 8,2011-03-31 12:50:54+00:00,Resolve ticket,Value 8,Case2305,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-05-03 11:20:21+00:00,Closed,Value 5,Case2305,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-19 06:25:30+00:00,Assign seriousness,Value 1,Case2972,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-19 06:27:57+00:00,Assign seriousness,Value 1,Case2972,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 16,2011-10-19 06:46:08+00:00,Take in charge ticket,Value 16,Case2972,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 16,2011-10-19 08:22:01+00:00,Resolve ticket,Value 16,Case2972,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-11-19 08:30:15+00:00,Closed,Value 5,Case2972,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-03-10 12:37:52+00:00,Assign seriousness,Value 8,Case1089,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-03-10 12:38:31+00:00,Take in charge ticket,Value 8,Case1089,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2011-03-10 12:44:28+00:00,Wait,Value 2,Case1089,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-03-30 07:26:44+00:00,Take in charge ticket,Value 2,Case1089,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-03-30 07:26:55+00:00,Resolve ticket,Value 2,Case1089,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-04-29 07:27:10+00:00,Closed,Value 5,Case1089,Variant 3,3,Fluxicon Disco
Insert ticket,complete,Value 14,2010-10-18 09:21:06+00:00,Insert ticket,Value 14,Case713,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-10-18 09:21:35+00:00,Assign seriousness,Value 14,Case713,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-10-18 09:27:51+00:00,Take in charge ticket,Value 14,Case713,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-11-05 15:07:01+00:00,Resolve ticket,Value 2,Case713,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-11-20 15:07:15+00:00,Closed,Value 5,Case713,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-07-12 11:14:02+00:00,Assign seriousness,Value 14,Case3315,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2013-07-26 05:27:39+00:00,Take in charge ticket,Value 9,Case3315,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-07-30 11:52:28+00:00,Resolve ticket,Value 9,Case3315,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-08-14 11:52:49+00:00,Closed,Value 3,Case3315,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-03-14 09:11:23+00:00,Assign seriousness,Value 8,Case993,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-03-14 09:15:18+00:00,Take in charge ticket,Value 8,Case993,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2011-03-28 05:41:55+00:00,Wait,Value 2,Case993,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-03-30 07:22:37+00:00,Take in charge ticket,Value 2,Case993,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-03-30 07:22:49+00:00,Resolve ticket,Value 2,Case993,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-04-16 10:00:24+00:00,Closed,Value 5,Case993,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-27 09:01:06+00:00,Assign seriousness,Value 1,Case2515,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-12-27 09:02:05+00:00,Take in charge ticket,Value 1,Case2515,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-12-27 13:28:22+00:00,Resolve ticket,Value 1,Case2515,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-01-29 09:10:30+00:00,Closed,Value 5,Case2515,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 19,2010-07-14 09:59:42+00:00,Assign seriousness,Value 19,Case2309,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-07-16 06:38:44+00:00,Assign seriousness,Value 2,Case2309,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-07-20 11:17:15+00:00,Take in charge ticket,Value 2,Case2309,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-07-20 12:49:34+00:00,Resolve ticket,Value 2,Case2309,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-08-14 10:00:19+00:00,Closed,Value 5,Case2309,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-05 07:03:43+00:00,Assign seriousness,Value 1,Case763,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-10-07 09:38:31+00:00,Take in charge ticket,Value 9,Case763,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-10-10 05:43:13+00:00,Resolve ticket,Value 9,Case763,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-05 09:10:12+00:00,Closed,Value 5,Case763,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-06 08:05:09+00:00,Assign seriousness,Value 6,Case301,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-05-06 10:01:24+00:00,Take in charge ticket,Value 6,Case301,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 6,2010-05-06 10:27:07+00:00,Resolve ticket,Value 6,Case301,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-06 11:36:41+00:00,Take in charge ticket,Value 12,Case301,Variant 20,20,Fluxicon Disco
Wait,complete,Value 12,2010-05-06 13:06:08+00:00,Wait,Value 12,Case301,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-07 09:17:30+00:00,Take in charge ticket,Value 12,Case301,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-07 09:17:43+00:00,Resolve ticket,Value 12,Case301,Variant 20,20,Fluxicon Disco
Closed,complete,Value 5,2010-06-10 08:02:00+00:00,Closed,Value 5,Case301,Variant 20,20,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-09-13 10:22:30+00:00,Assign seriousness,Value 1,Case4048,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-10-01 07:54:36+00:00,Take in charge ticket,Value 13,Case4048,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-10-12 12:01:58+00:00,Resolve ticket,Value 13,Case4048,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-10-27 12:02:12+00:00,Closed,Value 3,Case4048,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 6,2010-10-18 04:41:00+00:00,Insert ticket,Value 6,Case4128,Variant 90,90,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-10-18 04:46:57+00:00,Assign seriousness,Value 6,Case4128,Variant 90,90,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-10-18 04:56:01+00:00,Take in charge ticket,Value 6,Case4128,Variant 90,90,Fluxicon Disco
Wait,complete,Value 6,2010-10-18 04:57:03+00:00,Wait,Value 6,Case4128,Variant 90,90,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-10-18 10:54:23+00:00,Take in charge ticket,Value 2,Case4128,Variant 90,90,Fluxicon Disco
Wait,complete,Value 2,2010-10-18 10:55:01+00:00,Wait,Value 2,Case4128,Variant 90,90,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-10-19 04:15:36+00:00,Take in charge ticket,Value 2,Case4128,Variant 90,90,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-10-19 04:21:31+00:00,Resolve ticket,Value 2,Case4128,Variant 90,90,Fluxicon Disco
Closed,complete,Value 5,2010-11-26 06:10:30+00:00,Closed,Value 5,Case4128,Variant 90,90,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-09 06:47:01+00:00,Assign seriousness,Value 2,Case3918,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-09 13:17:24+00:00,Take in charge ticket,Value 2,Case3918,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-09 13:17:28+00:00,Resolve ticket,Value 2,Case3918,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-24 13:17:46+00:00,Closed,Value 5,Case3918,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-07 09:58:51+00:00,Assign seriousness,Value 9,Case1372,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-08 05:58:32+00:00,Take in charge ticket,Value 9,Case1372,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2011-07-11 14:01:35+00:00,Resolve ticket,Value 10,Case1372,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-24 10:00:35+00:00,Closed,Value 5,Case1372,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2012-04-24 07:52:09+00:00,Assign seriousness,Value 2,Case3762,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-04-24 07:52:22+00:00,Take in charge ticket,Value 2,Case3762,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-04-24 07:53:17+00:00,Resolve ticket,Value 2,Case3762,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-06-07 08:00:28+00:00,Closed,Value 5,Case3762,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2012-03-07 13:57:18+00:00,Assign seriousness,Value 2,Case1198,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-03-07 13:59:42+00:00,Resolve ticket,Value 2,Case1198,Variant 8,8,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-03-07 13:59:43+00:00,Resolve ticket,Value 2,Case1198,Variant 8,8,Fluxicon Disco
Closed,complete,Value 5,2012-04-28 12:00:45+00:00,Closed,Value 5,Case1198,Variant 8,8,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-12-15 12:34:12+00:00,Take in charge ticket,Value 9,Case3291,Variant 11,11,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-12-15 13:30:21+00:00,Resolve ticket,Value 9,Case3291,Variant 11,11,Fluxicon Disco
Closed,complete,Value 5,2012-01-27 12:30:27+00:00,Closed,Value 5,Case3291,Variant 11,11,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-03-19 12:57:11+00:00,Assign seriousness,Value 1,Case1784,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-03-20 11:19:21+00:00,Take in charge ticket,Value 4,Case1784,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-03-20 12:44:20+00:00,Resolve ticket,Value 13,Case1784,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-03-20 12:44:21+00:00,Resolve ticket,Value 13,Case1784,Variant 6,6,Fluxicon Disco
Closed,complete,Value 5,2012-04-19 11:01:20+00:00,Closed,Value 5,Case1784,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-29 12:38:19+00:00,Assign seriousness,Value 1,Case1036,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-29 12:38:27+00:00,Take in charge ticket,Value 1,Case1036,Variant 3,3,Fluxicon Disco
Wait,complete,Value 1,2012-05-30 11:35:37+00:00,Wait,Value 1,Case1036,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-30 12:32:51+00:00,Take in charge ticket,Value 1,Case1036,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-06-01 09:40:27+00:00,Resolve ticket,Value 1,Case1036,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2012-06-30 04:41:01+00:00,Closed,Value 5,Case1036,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-27 11:04:53+00:00,Assign seriousness,Value 8,Case2736,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-05-27 11:05:15+00:00,Take in charge ticket,Value 8,Case2736,Variant 3,3,Fluxicon Disco
Wait,complete,Value 6,2011-05-30 04:34:08+00:00,Wait,Value 6,Case2736,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 6,2011-05-31 12:20:37+00:00,Take in charge ticket,Value 6,Case2736,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-05-31 12:23:04+00:00,Resolve ticket,Value 6,Case2736,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-06-30 12:23:36+00:00,Closed,Value 5,Case2736,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-24 11:38:40+00:00,Assign seriousness,Value 8,Case4035,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-05-24 11:39:29+00:00,Take in charge ticket,Value 8,Case4035,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 8,2011-06-01 09:46:28+00:00,Resolve ticket,Value 8,Case4035,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-07-22 11:40:26+00:00,Closed,Value 5,Case4035,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-14 09:59:38+00:00,Assign seriousness,Value 1,Case2719,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-14 09:59:50+00:00,Take in charge ticket,Value 1,Case2719,Variant 2,2,Fluxicon Disco
Wait,complete,Value 1,2012-05-14 10:06:27+00:00,Wait,Value 1,Case2719,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-05-25 04:35:47+00:00,Resolve ticket,Value 1,Case2719,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-06-24 04:36:14+00:00,Closed,Value 5,Case2719,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-14 06:07:44+00:00,Assign seriousness,Value 2,Case1981,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-04 13:10:29+00:00,Assign seriousness,Value 16,Case1981,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-04 13:10:37+00:00,Take in charge ticket,Value 16,Case1981,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-04 13:10:42+00:00,Resolve ticket,Value 16,Case1981,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-06-03 13:11:09+00:00,Closed,Value 5,Case1981,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 14,2011-01-19 07:17:21+00:00,Assign seriousness,Value 14,Case1140,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-01-25 08:28:10+00:00,Take in charge ticket,Value 9,Case1140,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2011-01-25 14:33:05+00:00,Wait,Value 2,Case1140,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-02-09 09:37:25+00:00,Take in charge ticket,Value 2,Case1140,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-02-09 09:37:34+00:00,Resolve ticket,Value 2,Case1140,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-03-05 12:20:39+00:00,Closed,Value 5,Case1140,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 2,2012-01-13 14:36:23+00:00,Assign seriousness,Value 2,Case165,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-01-13 14:36:49+00:00,Resolve ticket,Value 2,Case165,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-02-26 14:40:38+00:00,Closed,Value 5,Case165,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-08-19 04:17:30+00:00,Assign seriousness,Value 9,Case1643,Variant 25,25,Fluxicon Disco
Wait,complete,Value 9,2011-08-19 04:31:26+00:00,Wait,Value 9,Case1643,Variant 25,25,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-08-26 11:37:31+00:00,Resolve ticket,Value 9,Case1643,Variant 25,25,Fluxicon Disco
Closed,complete,Value 5,2011-09-24 11:40:31+00:00,Closed,Value 5,Case1643,Variant 25,25,Fluxicon Disco
Assign seriousness,complete,Value 8,2010-12-06 06:28:17+00:00,Assign seriousness,Value 8,Case2437,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 15,2010-12-06 06:35:40+00:00,Take in charge ticket,Value 15,Case2437,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 15,2010-12-06 06:35:51+00:00,Resolve ticket,Value 15,Case2437,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-01-13 06:30:44+00:00,Closed,Value 5,Case2437,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-07-01 13:02:34+00:00,Assign seriousness,Value 1,Case1269,Variant 28,28,Fluxicon Disco
Take in charge ticket,complete,Value 1,2013-07-01 13:03:05+00:00,Take in charge ticket,Value 1,Case1269,Variant 28,28,Fluxicon Disco
Take in charge ticket,complete,Value 10,2013-07-12 12:43:42+00:00,Take in charge ticket,Value 10,Case1269,Variant 28,28,Fluxicon Disco
Wait,complete,Value 10,2013-07-16 04:18:11+00:00,Wait,Value 10,Case1269,Variant 28,28,Fluxicon Disco
Resolve ticket,complete,Value 10,2013-07-29 12:49:10+00:00,Resolve ticket,Value 10,Case1269,Variant 28,28,Fluxicon Disco
Closed,complete,Value 3,2013-08-13 12:49:24+00:00,Closed,Value 3,Case1269,Variant 28,28,Fluxicon Disco
Assign seriousness,complete,Value 4,2013-08-14 07:28:36+00:00,Assign seriousness,Value 4,Case2432,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-08-26 06:10:52+00:00,Take in charge ticket,Value 2,Case2432,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-08-26 06:38:12+00:00,Wait,Value 2,Case2432,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-09-04 06:15:39+00:00,Resolve ticket,Value 2,Case2432,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-09-19 06:15:47+00:00,Closed,Value 3,Case2432,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-12 05:20:02+00:00,Assign seriousness,Value 13,Case1862,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-12 05:20:15+00:00,Take in charge ticket,Value 13,Case1862,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-12 05:26:27+00:00,Resolve ticket,Value 13,Case1862,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-25 05:30:48+00:00,Closed,Value 5,Case1862,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-10-05 04:46:59+00:00,Assign seriousness,Value 2,Case175,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-10-05 04:59:41+00:00,Take in charge ticket,Value 2,Case175,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-10-05 05:00:18+00:00,Resolve ticket,Value 2,Case175,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-11-19 07:00:53+00:00,Closed,Value 5,Case175,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-03-12 08:47:50+00:00,Assign seriousness,Value 1,Case2244,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-04-05 11:44:07+00:00,Take in charge ticket,Value 10,Case2244,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2012-04-05 12:16:21+00:00,Wait,Value 2,Case2244,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-04-19 04:23:32+00:00,Resolve ticket,Value 10,Case2244,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-05-04 04:23:43+00:00,Closed,Value 5,Case2244,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-08-04 12:24:33+00:00,Assign seriousness,Value 2,Case3936,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-08-04 12:24:44+00:00,Take in charge ticket,Value 2,Case3936,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-08-04 12:26:05+00:00,Resolve ticket,Value 2,Case3936,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-09-06 12:30:25+00:00,Closed,Value 5,Case3936,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-11-16 07:22:21+00:00,Assign seriousness,Value 1,Case2893,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-11-16 07:22:29+00:00,Take in charge ticket,Value 1,Case2893,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-11-16 08:48:57+00:00,Resolve ticket,Value 1,Case2893,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-12-17 07:30:29+00:00,Closed,Value 5,Case2893,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-02-01 11:41:12+00:00,Assign seriousness,Value 1,Case2971,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2013-02-01 13:10:20+00:00,Take in charge ticket,Value 12,Case2971,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 11,2013-02-21 12:51:53+00:00,Resolve ticket,Value 11,Case2971,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-03-08 12:52:01+00:00,Closed,Value 3,Case2971,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-03-31 10:44:47+00:00,Assign seriousness,Value 2,Case3919,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-03-31 10:45:01+00:00,Take in charge ticket,Value 2,Case3919,Variant 1,1,Fluxicon Disco
