concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
Queued-Awaiting Assignment,complete,Hongjae-Org line A2,2012-04-20 13:01:19+00:00,Queued-Awaiting Assignment,Hongjae,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Accepted-Assigned,complete,Avinash-Org line A2,2012-04-22 23:06:25+00:00,Accepted-Assigned,Avinash,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Queued-Awaiting Assignment,complete,Jenny-Org line A2,2012-04-23 05:24:33+00:00,Queued-Awaiting Assignment,Jenny,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Accepted-In Progress,complete,Jenny-Org line A2,2012-05-09 11:15:12+00:00,Accepted-In Progress,Jenny,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Accepted-Assigned,complete,Åsa-Org line A2,2012-05-09 11:15:37+00:00,Accepted-Assigned,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Accepted-In Progress,complete,Åsa-Org line A2,2012-05-29 12:18:15+00:00,Accepted-In Progress,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Completed-Closed,complete,Åsa-Org line A2,2012-05-30 07:44:57+00:00,Completed-Closed,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
Accepted-In Progress,complete,Ann-Charlotte-Org line C,2012-01-10 10:11:08+00:00,Accepted-In Progress,Ann-Charlotte,Org line C,1-637713545,Variant 9,9,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ann-Charlotte-Org line C,2012-01-10 10:16:22+00:00,Queued-Awaiting Assignment,Ann-Charlotte,Org line C,1-637713545,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Johan-Org line C,2012-01-10 10:55:59+00:00,Accepted-In Progress,Johan,Org line C,1-637713545,Variant 9,9,Fluxicon Disco
Accepted-Wait,complete,Johan-Org line C,2012-01-10 10:59:10+00:00,Accepted-Wait,Johan,Org line C,1-637713545,Variant 9,9,Fluxicon Disco
Completed-Closed,complete,Johan-Org line C,2012-01-10 14:25:25+00:00,Completed-Closed,Johan,Org line C,1-637713545,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2010-05-24 12:32:13+00:00,Accepted-In Progress,Carolyn,Org line G3,1-375337251,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-05-24 12:44:34+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-375337251,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Naga-Org line G3,2010-05-25 01:30:49+00:00,Accepted-In Progress,Naga,Org line G3,1-375337251,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2010-05-25 01:33:22+00:00,Accepted-Assigned,Carolyn,Org line G3,1-375337251,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-03 07:42:20+00:00,Accepted-In Progress,Ewa,Org line G3,1-375337251,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-03 08:13:07+00:00,Completed-Closed,Ewa,Org line G3,1-375337251,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Kjell-Org line C,2011-10-17 14:10:55+00:00,Accepted-In Progress,Kjell,Org line C,1-588566574,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Kjell-Org line C,2012-02-01 06:56:35+00:00,Accepted-Wait,Kjell,Org line C,1-588566574,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Kjell-Org line C,2012-02-07 06:47:48+00:00,Completed-Closed,Kjell,Org line C,1-588566574,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Kwewat-Org line B,2011-12-19 08:03:01+00:00,Accepted-In Progress,Kwewat,Org line B,1-625634936,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Kwewat-Org line B,2011-12-19 08:12:46+00:00,Accepted-Wait,Kwewat,Org line B,1-625634936,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Kwewat-Org line B,2012-04-09 03:19:42+00:00,Completed-Closed,Kwewat,Org line B,1-625634936,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Lisbeth-Org line A2,2012-02-13 15:50:57+00:00,Accepted-In Progress,Lisbeth,Org line A2,1-671933304,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Lisbeth-Org line A2,2012-02-23 08:22:58+00:00,Accepted-Wait,Lisbeth,Org line A2,1-671933304,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Lisbeth-Org line A2,2012-04-16 09:55:25+00:00,Completed-Closed,Lisbeth,Org line A2,1-671933304,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Eric-Org line G4,2011-02-23 09:17:42+00:00,Accepted-In Progress,Eric,Org line G4,1-502353485,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Eric-Org line G4,2011-05-04 06:18:17+00:00,Accepted-Wait,Eric,Org line G4,1-502353485,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Eric-Org line G4,2012-03-07 11:28:01+00:00,Completed-Closed,Eric,Org line G4,1-502353485,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Maria-Org line A2,2012-04-23 13:24:45+00:00,Accepted-In Progress,Maria,Org line A2,1-729711756,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Maria-Org line A2,2012-05-09 15:27:57+00:00,Completed-Closed,Maria,Org line A2,1-729711756,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Maria-Org line A2,2011-12-29 12:34:26+00:00,Accepted-In Progress,Maria,Org line A2,1-631001113,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Maria-Org line A2,2012-01-02 07:23:31+00:00,Completed-Closed,Maria,Org line A2,1-631001113,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Valdir-Org line B,2011-04-20 15:10:15+00:00,Accepted-In Progress,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-Wait,complete,Valdir-Org line B,2011-09-14 19:29:16+00:00,Accepted-Wait,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Queued-Awaiting Assignment,complete,Valdir-Org line B,2011-10-03 19:47:28+00:00,Queued-Awaiting Assignment,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Valdir-Org line B,2011-10-04 18:03:49+00:00,Accepted-In Progress,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Completed-Closed,complete,Valdir-Org line B,2011-10-04 18:04:39+00:00,Completed-Closed,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Antonio-Org line B,2011-10-06 12:59:22+00:00,Accepted-In Progress,Antonio,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Queued-Awaiting Assignment,complete,Sandro-Org line A2,2011-10-06 13:24:07+00:00,Queued-Awaiting Assignment,Sandro,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Paulo-Org line A2,2011-10-06 13:45:21+00:00,Accepted-In Progress,Paulo,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Queued-Awaiting Assignment,complete,Valdir-Org line B,2011-10-06 13:51:34+00:00,Queued-Awaiting Assignment,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Valdir-Org line B,2011-10-18 16:29:33+00:00,Accepted-In Progress,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Completed-Closed,complete,Valdir-Org line B,2011-10-18 16:29:38+00:00,Completed-Closed,Valdir,Org line B,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Paulo-Org line A2,2011-10-25 16:18:09+00:00,Accepted-In Progress,Paulo,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-Wait,complete,Paulo-Org line A2,2011-10-25 16:18:33+00:00,Accepted-Wait,Paulo,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Paulo-Org line A2,2011-10-27 12:05:46+00:00,Accepted-In Progress,Paulo,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-Wait,complete,Paulo-Org line A2,2011-10-27 12:11:51+00:00,Accepted-Wait,Paulo,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Jurandir-Org line A2,2011-12-21 11:35:46+00:00,Accepted-In Progress,Jurandir,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-Assigned,complete,Marcelo-Org line A2,2012-02-01 11:48:08+00:00,Accepted-Assigned,Marcelo,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Jurandir-Org line A2,2012-02-01 11:49:15+00:00,Accepted-In Progress,Jurandir,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Completed-Closed,complete,Jurandir-Org line A2,2012-02-01 11:49:50+00:00,Completed-Closed,Jurandir,Org line A2,1-519167681,Variant 159,159,Fluxicon Disco
Accepted-In Progress,complete,Curt-Org line C,2011-09-23 09:06:06+00:00,Accepted-In Progress,Curt,Org line C,1-577236636,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Curt-Org line C,2011-09-23 09:06:56+00:00,Queued-Awaiting Assignment,Curt,Org line C,1-577236636,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Curt-Org line C,2011-11-21 12:06:01+00:00,Accepted-In Progress,Curt,Org line C,1-577236636,Variant 5,5,Fluxicon Disco
Completed-Closed,complete,Curt-Org line C,2012-03-15 08:50:51+00:00,Completed-Closed,Curt,Org line C,1-577236636,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Sathish-Org line C,2011-08-16 14:50:16+00:00,Accepted-In Progress,Sathish,Org line C,1-550577363,Variant 27,27,Fluxicon Disco
Accepted-Wait,complete,Sathish-Org line C,2011-08-16 14:54:00+00:00,Accepted-Wait,Sathish,Org line C,1-550577363,Variant 27,27,Fluxicon Disco
Accepted-Wait,complete,Sathish-Org line C,2011-08-16 14:54:13+00:00,Accepted-Wait,Sathish,Org line C,1-550577363,Variant 27,27,Fluxicon Disco
Accepted-In Progress,complete,Sathish-Org line C,2012-01-05 06:41:25+00:00,Accepted-In Progress,Sathish,Org line C,1-550577363,Variant 27,27,Fluxicon Disco
Completed-Closed,complete,Sathish-Org line C,2012-01-05 06:43:17+00:00,Completed-Closed,Sathish,Org line C,1-550577363,Variant 27,27,Fluxicon Disco
Accepted-In Progress,complete,Suresh-Org line G4,2010-11-12 07:55:20+00:00,Accepted-In Progress,Suresh,Org line G4,1-419614582,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Suresh-Org line G4,2012-01-26 13:13:48+00:00,Accepted-In Progress,Suresh,Org line G4,1-419614582,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Suresh-Org line G4,2012-01-26 13:13:50+00:00,Completed-Closed,Suresh,Org line G4,1-419614582,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Vesa-Org line C,2011-11-25 14:08:25+00:00,Accepted-In Progress,Vesa,Org line C,1-617049384,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Vesa-Org line C,2012-01-23 09:11:18+00:00,Completed-Closed,Vesa,Org line C,1-617049384,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Saki-Org line A2,2012-02-09 10:25:45+00:00,Accepted-In Progress,Saki,Org line A2,1-661706786,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Saki-Org line A2,2012-02-16 16:15:37+00:00,Accepted-Wait,Saki,Org line A2,1-661706786,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Saki-Org line A2,2012-05-02 08:07:53+00:00,Completed-Closed,Saki,Org line A2,1-661706786,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-06-08 12:27:25+00:00,Accepted-In Progress,Carolyn,Org line G3,1-532084405,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-06-08 12:33:07+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-532084405,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Santhosh-Org line G3,2011-06-09 11:12:36+00:00,Accepted-In Progress,Santhosh,Org line G3,1-532084405,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-06-09 11:15:38+00:00,Accepted-Assigned,Carolyn,Org line G3,1-532084405,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-06 20:16:22+00:00,Accepted-In Progress,Ewa,Org line G3,1-532084405,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-06 20:17:44+00:00,Completed-Closed,Ewa,Org line G3,1-532084405,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Christoffer-Org line C,2011-10-21 12:01:26+00:00,Accepted-In Progress,Christoffer,Org line C,1-592064699,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Christoffer-Org line C,2012-02-01 12:02:51+00:00,Completed-Closed,Christoffer,Org line C,1-592064699,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Gitt-Org line C,2011-11-10 10:46:15+00:00,Accepted-In Progress,Gitt,Org line C,1-605728578,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Gitt-Org line C,2011-11-10 10:52:04+00:00,Accepted-Wait,Gitt,Org line C,1-605728578,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Gitt-Org line C,2012-01-09 12:36:47+00:00,Completed-Closed,Gitt,Org line C,1-605728578,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-09-13 10:59:02+00:00,Accepted-In Progress,Carolyn,Org line G3,1-573655864,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-09-13 11:03:04+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-573655864,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,SV-Org line G3,2011-09-13 11:25:42+00:00,Accepted-In Progress,SV,Org line G3,1-573655864,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-09-13 11:26:18+00:00,Accepted-Assigned,Carolyn,Org line G3,1-573655864,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 12:57:57+00:00,Accepted-In Progress,Ewa,Org line G3,1-573655864,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-30 13:25:19+00:00,Completed-Closed,Ewa,Org line G3,1-573655864,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Daniel-Org line C,2012-03-18 08:53:42+00:00,Accepted-In Progress,Daniel,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Queued-Awaiting Assignment,complete,Daniel-Org line C,2012-03-18 09:12:50+00:00,Queued-Awaiting Assignment,Daniel,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Accepted-In Progress,complete,Amar-Org line C,2012-03-18 09:12:51+00:00,Accepted-In Progress,Amar,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Accepted-In Progress,complete,Amar-Org line C,2012-03-18 09:14:01+00:00,Accepted-In Progress,Amar,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Completed-Closed,complete,Amar-Org line C,2012-03-18 09:14:24+00:00,Completed-Closed,Amar,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Accepted-In Progress,complete,Amar-Org line C,2012-03-18 09:14:54+00:00,Accepted-In Progress,Amar,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Completed-Closed,complete,Amar-Org line C,2012-04-18 11:24:24+00:00,Completed-Closed,Amar,Org line C,1-698842669,Variant 301,301,Fluxicon Disco
Accepted-In Progress,complete,Désirée-Org line C,2012-04-11 17:32:25+00:00,Accepted-In Progress,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
Completed-Closed,complete,Désirée-Org line C,2012-05-14 14:33:15+00:00,Completed-Closed,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
Accepted-In Progress,complete,Désirée-Org line C,2012-05-16 15:33:12+00:00,Accepted-In Progress,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
Queued-Awaiting Assignment,complete,Désirée-Org line C,2012-05-16 15:43:44+00:00,Queued-Awaiting Assignment,Désirée,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
Accepted-In Progress,complete,Anette-Org line C,2012-05-18 05:26:00+00:00,Accepted-In Progress,Anette,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
Completed-Closed,complete,Anette-Org line C,2012-05-18 05:26:25+00:00,Completed-Closed,Anette,Org line C,1-716571976,Variant 44,44,Fluxicon Disco
Accepted-In Progress,complete,Agoritsa-Org line A2,2012-01-25 07:22:41+00:00,Accepted-In Progress,Agoritsa,Org line A2,1-651922470,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Agoritsa-Org line A2,2012-02-29 09:58:38+00:00,Completed-Closed,Agoritsa,Org line A2,1-651922470,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Srinivasa-Org line C,2012-01-10 15:53:52+00:00,Accepted-In Progress,Srinivasa,Org line C,1-638041299,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Srinivasa-Org line C,2012-02-18 11:32:07+00:00,Completed-Closed,Srinivasa,Org line C,1-638041299,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Gitt-Org line C,2012-03-16 08:32:20+00:00,Accepted-In Progress,Gitt,Org line C,1-698216063,Variant 26,26,Fluxicon Disco
Queued-Awaiting Assignment,complete,Gitt-Org line C,2012-03-16 08:34:29+00:00,Queued-Awaiting Assignment,Gitt,Org line C,1-698216063,Variant 26,26,Fluxicon Disco
Accepted-In Progress,complete,Alexander-Org line C,2012-03-20 09:46:47+00:00,Accepted-In Progress,Alexander,Org line C,1-698216063,Variant 26,26,Fluxicon Disco
Accepted-Wait,complete,Alexander-Org line C,2012-03-21 08:41:37+00:00,Accepted-Wait,Alexander,Org line C,1-698216063,Variant 26,26,Fluxicon Disco
Accepted-In Progress,complete,Hilde-Org line C,2012-03-21 15:52:06+00:00,Accepted-In Progress,Hilde,Org line C,1-698216063,Variant 26,26,Fluxicon Disco
Completed-Closed,complete,Hilde-Org line C,2012-03-21 16:04:24+00:00,Completed-Closed,Hilde,Org line C,1-698216063,Variant 26,26,Fluxicon Disco
Accepted-In Progress,complete,Viktoria-Org line G4,2011-08-01 17:55:46+00:00,Accepted-In Progress,Viktoria,Org line G4,1-544595401,Variant 30,30,Fluxicon Disco
Queued-Awaiting Assignment,complete,Viktoria-Org line G4,2011-08-01 18:16:28+00:00,Queued-Awaiting Assignment,Viktoria,Org line G4,1-544595401,Variant 30,30,Fluxicon Disco
Accepted-In Progress,complete,Helene-Org line G4,2011-12-06 09:13:26+00:00,Accepted-In Progress,Helene,Org line G4,1-544595401,Variant 30,30,Fluxicon Disco
Accepted-In Progress,complete,Thiago-Org line B,2012-02-09 12:04:00+00:00,Accepted-In Progress,Thiago,Org line B,1-544595401,Variant 30,30,Fluxicon Disco
Completed-Closed,complete,Thiago-Org line B,2012-02-09 12:07:43+00:00,Completed-Closed,Thiago,Org line B,1-544595401,Variant 30,30,Fluxicon Disco
Accepted-In Progress,complete,Kymaria-Org line C,2011-12-21 08:06:12+00:00,Accepted-In Progress,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Completed-Closed,complete,Kymaria-Org line C,2011-12-21 08:13:03+00:00,Completed-Closed,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Accepted-In Progress,complete,Kymaria-Org line C,2011-12-29 08:47:16+00:00,Accepted-In Progress,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Accepted-Wait,complete,Kymaria-Org line C,2011-12-29 08:47:23+00:00,Accepted-Wait,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Accepted-In Progress,complete,Kymaria-Org line C,2012-01-18 15:22:21+00:00,Accepted-In Progress,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Accepted-Wait,complete,Kymaria-Org line C,2012-01-18 15:31:17+00:00,Accepted-Wait,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Completed-Closed,complete,Kymaria-Org line C,2012-02-10 09:28:45+00:00,Completed-Closed,Kymaria,Org line C,1-627190551,Variant 246,246,Fluxicon Disco
Accepted-In Progress,complete,Mathieu-Org line C,2011-04-12 23:08:38+00:00,Accepted-In Progress,Mathieu,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Queued-Awaiting Assignment,complete,Mathieu-Org line C,2011-04-12 23:10:31+00:00,Queued-Awaiting Assignment,Mathieu,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Queued-Awaiting Assignment,complete,Pranesh-Org line C,2011-04-15 16:44:49+00:00,Queued-Awaiting Assignment,Pranesh,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Queued-Awaiting Assignment,complete,Stefan-Org line C,2011-07-06 14:43:11+00:00,Queued-Awaiting Assignment,Stefan,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Accepted-In Progress,complete,Santosh-Org line C,2011-07-06 14:43:12+00:00,Accepted-In Progress,Santosh,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Accepted-In Progress,complete,Pranesh-Org line C,2011-07-06 14:55:39+00:00,Accepted-In Progress,Pranesh,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Accepted-In Progress,complete,Santosh-Org line C,2011-07-06 14:55:50+00:00,Accepted-In Progress,Santosh,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Queued-Awaiting Assignment,complete,Rajesh Kumar-Org line C,2011-07-06 15:01:51+00:00,Queued-Awaiting Assignment,Rajesh Kumar,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
Accepted-In Progress,complete,Rajesh Kumar-Org line C,2011-08-11 08:40:13+00:00,Accepted-In Progress,Rajesh Kumar,Org line C,1-516141293,Variant 157,157,Fluxicon Disco
