concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Take in charge ticket,complete,Value 2,2010-02-16 11:50:53+02:00,Take in charge ticket,Value 2,Case3238,Variant 53,53,Fluxicon Disco
Wait,complete,Value 2,2010-02-16 11:50:57+02:00,Wait,Value 2,Case3238,Variant 53,53,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-16 08:51:00+02:00,Take in charge ticket,Value 2,Case3238,Variant 53,53,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-16 08:51:06+02:00,Resolve ticket,Value 2,Case3238,Variant 53,53,Fluxicon Disco
Closed,complete,Value 5,2010-03-31 07:51:20+03:00,Closed,Value 5,Case3238,Variant 53,53,Fluxicon Disco
Closed,complete,Value 5,2010-03-31 07:51:20+03:00,Closed,Value 5,Case3238,Variant 53,53,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-10 08:50:20+02:00,Assign seriousness,Value 2,Case10,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-19 08:47:06+02:00,Take in charge ticket,Value 2,Case10,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-19 08:47:13+02:00,Resolve ticket,Value 2,Case10,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-03 07:47:38+03:00,Closed,Value 5,Case10,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-10 08:52:42+02:00,Assign seriousness,Value 2,Case864,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-22 09:06:59+02:00,Take in charge ticket,Value 2,Case864,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2010-02-22 09:43:38+02:00,Wait,Value 2,Case864,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-10 08:17:55+02:00,Take in charge ticket,Value 2,Case864,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-10 08:18:00+02:00,Resolve ticket,Value 2,Case864,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-04-09 07:18:19+03:00,Closed,Value 5,Case864,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-10 08:58:35+02:00,Assign seriousness,Value 2,Case4290,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 14:58:59+02:00,Take in charge ticket,Value 2,Case4290,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-23 15:15:40+02:00,Resolve ticket,Value 2,Case4290,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-13 09:00:39+02:00,Closed,Value 5,Case4290,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-10 09:15:34+02:00,Assign seriousness,Value 2,Case2817,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2010-02-15 16:20:05+02:00,Take in charge ticket,Value 10,Case2817,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2010-02-26 14:19:07+02:00,Resolve ticket,Value 10,Case2817,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-28 13:19:31+03:00,Closed,Value 5,Case2817,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-10 09:16:26+02:00,Assign seriousness,Value 2,Case3168,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2010-02-15 16:19:28+02:00,Take in charge ticket,Value 10,Case3168,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2010-03-17 10:05:36+02:00,Resolve ticket,Value 10,Case3168,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-01 09:05:51+03:00,Closed,Value 5,Case3168,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-10 10:25:33+02:00,Assign seriousness,Value 2,Case151,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-10 10:33:38+02:00,Take in charge ticket,Value 2,Case151,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-10 10:33:49+02:00,Resolve ticket,Value 2,Case151,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-13 10:30:26+02:00,Closed,Value 5,Case151,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-02-10 12:15:48+02:00,Assign seriousness,Value 16,Case1652,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-02-24 11:20:45+02:00,Assign seriousness,Value 16,Case1652,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-02-24 11:25:31+02:00,Take in charge ticket,Value 16,Case1652,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-15 17:26:37+02:00,Resolve ticket,Value 2,Case1652,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-03-30 16:26:59+03:00,Closed,Value 5,Case1652,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-11 08:48:50+02:00,Assign seriousness,Value 2,Case166,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 16:56:28+02:00,Take in charge ticket,Value 2,Case166,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-23 16:56:36+02:00,Resolve ticket,Value 2,Case166,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-27 08:50:35+02:00,Closed,Value 5,Case166,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-15 16:21:35+02:00,Assign seriousness,Value 2,Case2933,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-18 13:52:20+02:00,Take in charge ticket,Value 2,Case2933,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-18 13:52:30+02:00,Resolve ticket,Value 2,Case2933,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-18 16:30:16+02:00,Closed,Value 5,Case2933,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-16 10:57:56+02:00,Assign seriousness,Value 2,Case2635,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-16 10:58:09+02:00,Take in charge ticket,Value 2,Case2635,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-16 10:58:17+02:00,Resolve ticket,Value 2,Case2635,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-19 11:00:16+02:00,Closed,Value 5,Case2635,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-16 11:00:09+02:00,Assign seriousness,Value 2,Case430,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-16 11:00:17+02:00,Take in charge ticket,Value 2,Case430,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-16 11:00:27+02:00,Resolve ticket,Value 2,Case430,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-19 11:11:08+02:00,Closed,Value 5,Case430,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-17 15:36:36+02:00,Assign seriousness,Value 2,Case1352,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-18 14:17:36+02:00,Take in charge ticket,Value 2,Case1352,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-18 14:17:42+02:00,Resolve ticket,Value 2,Case1352,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-20 15:40:17+02:00,Closed,Value 5,Case1352,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-17 16:53:21+02:00,Assign seriousness,Value 2,Case2979,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 15:53:52+02:00,Take in charge ticket,Value 2,Case2979,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-23 15:53:57+02:00,Resolve ticket,Value 2,Case2979,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-04 16:00:41+03:00,Closed,Value 5,Case2979,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 08:41:28+02:00,Assign seriousness,Value 2,Case3332,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 16:20:47+02:00,Take in charge ticket,Value 2,Case3332,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 15,2010-03-08 10:24:35+02:00,Resolve ticket,Value 15,Case3332,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-24 08:50:25+02:00,Closed,Value 5,Case3332,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 09:26:26+02:00,Assign seriousness,Value 2,Case2664,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-09 11:36:35+02:00,Take in charge ticket,Value 2,Case2664,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-09 11:36:42+02:00,Resolve ticket,Value 2,Case2664,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-24 11:36:54+02:00,Closed,Value 5,Case2664,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 09:28:22+02:00,Assign seriousness,Value 2,Case1399,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-19 09:28:30+02:00,Take in charge ticket,Value 2,Case1399,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-19 09:28:36+02:00,Resolve ticket,Value 2,Case1399,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-24 09:30:37+02:00,Closed,Value 5,Case1399,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 09:30:34+02:00,Assign seriousness,Value 2,Case3571,Variant 86,86,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 09:30:47+02:00,Assign seriousness,Value 2,Case3571,Variant 86,86,Fluxicon Disco
Wait,complete,Value 2,2010-02-19 09:38:49+02:00,Wait,Value 2,Case3571,Variant 86,86,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-24 14:44:53+02:00,Take in charge ticket,Value 2,Case3571,Variant 86,86,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-24 14:45:23+02:00,Resolve ticket,Value 2,Case3571,Variant 86,86,Fluxicon Disco
Closed,complete,Value 5,2010-03-28 08:40:44+03:00,Closed,Value 5,Case3571,Variant 86,86,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 10:03:38+02:00,Assign seriousness,Value 2,Case2865,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-19 10:16:18+02:00,Take in charge ticket,Value 2,Case2865,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-19 10:16:24+02:00,Resolve ticket,Value 2,Case2865,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-24 10:10:44+02:00,Closed,Value 5,Case2865,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 10:40:25+02:00,Assign seriousness,Value 2,Case2559,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 10:40:36+02:00,Assign seriousness,Value 2,Case2559,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 13:33:27+02:00,Take in charge ticket,Value 2,Case2559,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-23 13:33:32+02:00,Resolve ticket,Value 2,Case2559,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-04-08 09:52:24+03:00,Closed,Value 5,Case2559,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 5,2010-02-19 10:58:32+02:00,Assign seriousness,Value 5,Case2383,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-11 14:30:33+02:00,Take in charge ticket,Value 2,Case2383,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-12 09:14:41+02:00,Resolve ticket,Value 2,Case2383,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-27 09:14:59+02:00,Closed,Value 5,Case2383,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 11:03:47+02:00,Assign seriousness,Value 2,Case3068,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-22 13:54:11+02:00,Take in charge ticket,Value 2,Case3068,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-22 13:54:17+02:00,Resolve ticket,Value 2,Case3068,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-31 10:13:06+03:00,Closed,Value 5,Case3068,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 11:15:15+02:00,Assign seriousness,Value 2,Case1701,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-03-05 10:10:46+02:00,Assign seriousness,Value 16,Case1701,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-03-05 11:05:36+02:00,Take in charge ticket,Value 16,Case1701,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-03-05 17:05:32+02:00,Resolve ticket,Value 16,Case1701,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-03-23 12:29:15+02:00,Closed,Value 5,Case1701,Variant 4,4,Fluxicon Disco
Insert ticket,complete,Value 5,2010-02-19 13:43:46+02:00,Insert ticket,Value 5,Case4207,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-26 10:35:39+02:00,Assign seriousness,Value 2,Case4207,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-03-05 12:29:12+02:00,Assign seriousness,Value 16,Case4207,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-03-05 12:29:30+02:00,Take in charge ticket,Value 16,Case4207,Variant 41,41,Fluxicon Disco
Wait,complete,Value 16,2010-03-05 13:28:44+02:00,Wait,Value 16,Case4207,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-03-08 13:28:09+02:00,Take in charge ticket,Value 16,Case4207,Variant 41,41,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-03-08 13:28:16+02:00,Resolve ticket,Value 16,Case4207,Variant 41,41,Fluxicon Disco
Closed,complete,Value 5,2010-03-23 13:28:34+02:00,Closed,Value 5,Case4207,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 16:10:34+02:00,Assign seriousness,Value 2,Case4392,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-19 16:11:03+02:00,Assign seriousness,Value 2,Case4392,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-19 16:11:11+02:00,Take in charge ticket,Value 2,Case4392,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-22 08:49:09+02:00,Resolve ticket,Value 2,Case4392,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-03-24 16:20:18+02:00,Closed,Value 5,Case4392,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-22 14:02:29+02:00,Assign seriousness,Value 2,Case707,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-22 14:02:39+02:00,Take in charge ticket,Value 2,Case707,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-09 16:17:19+02:00,Resolve ticket,Value 2,Case707,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-03-25 14:10:31+02:00,Closed,Value 5,Case707,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-22 15:00:57+02:00,Assign seriousness,Value 2,Case1328,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-22 15:01:16+02:00,Take in charge ticket,Value 2,Case1328,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2010-02-23 15:52:23+02:00,Wait,Value 2,Case1328,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-24 09:50:30+02:00,Take in charge ticket,Value 2,Case1328,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-24 10:29:49+02:00,Resolve ticket,Value 2,Case1328,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-03-25 15:10:39+02:00,Closed,Value 5,Case1328,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-23 10:23:50+02:00,Assign seriousness,Value 2,Case3185,Variant 19,19,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 10:24:02+02:00,Take in charge ticket,Value 2,Case3185,Variant 19,19,Fluxicon Disco
Create SW anomaly,complete,Value 2,2010-02-23 15:40:54+02:00,Create SW anomaly,Value 2,Case3185,Variant 19,19,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-23 15:41:00+02:00,Resolve ticket,Value 2,Case3185,Variant 19,19,Fluxicon Disco
Closed,complete,Value 5,2010-04-08 09:30:20+03:00,Closed,Value 5,Case3185,Variant 19,19,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-23 10:41:22+02:00,Assign seriousness,Value 2,Case2502,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-16 14:25:16+02:00,Take in charge ticket,Value 2,Case2502,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-17 11:10:57+02:00,Resolve ticket,Value 2,Case2502,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-01 10:11:19+03:00,Closed,Value 5,Case2502,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-23 13:17:01+02:00,Assign seriousness,Value 2,Case1257,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-23 13:17:09+02:00,Take in charge ticket,Value 2,Case1257,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-23 13:18:28+02:00,Resolve ticket,Value 2,Case1257,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-08 12:21:57+03:00,Closed,Value 5,Case1257,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-24 16:03:18+02:00,Assign seriousness,Value 2,Case2006,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-24 16:03:46+02:00,Take in charge ticket,Value 2,Case2006,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-02-24 16:03:51+02:00,Resolve ticket,Value 2,Case2006,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-09 15:11:23+03:00,Closed,Value 5,Case2006,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-02-25 09:43:58+02:00,Assign seriousness,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-03-04 16:29:36+02:00,Take in charge ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-03-04 17:14:36+02:00,Resolve ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-03-05 12:14:51+02:00,Take in charge ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Wait,complete,Value 16,2010-03-05 12:14:59+02:00,Wait,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-03-24 13:39:00+02:00,Take in charge ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-03-26 17:42:37+02:00,Resolve ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
Closed,complete,Value 5,2010-04-10 16:42:55+03:00,Closed,Value 5,Case1907,Variant 20,20,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-25 15:07:33+02:00,Assign seriousness,Value 2,Case2369,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-02-26 15:25:37+02:00,Take in charge ticket,Value 2,Case2369,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-12 09:50:25+02:00,Resolve ticket,Value 2,Case2369,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-04-14 14:10:36+03:00,Closed,Value 5,Case2369,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-26 10:16:38+02:00,Assign seriousness,Value 2,Case3482,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-26 10:19:46+02:00,Assign seriousness,Value 2,Case3482,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-11 14:29:07+02:00,Take in charge ticket,Value 2,Case3482,Variant 13,13,Fluxicon Disco
Wait,complete,Value 2,2010-03-11 14:29:11+02:00,Wait,Value 2,Case3482,Variant 13,13,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-09 13:46:37+03:00,Take in charge ticket,Value 2,Case3482,Variant 13,13,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-09 13:46:44+03:00,Resolve ticket,Value 2,Case3482,Variant 13,13,Fluxicon Disco
Closed,complete,Value 5,2010-04-24 13:46:56+03:00,Closed,Value 5,Case3482,Variant 13,13,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-02-26 10:32:49+02:00,Assign seriousness,Value 2,Case2004,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-11 17:07:32+02:00,Take in charge ticket,Value 2,Case2004,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-12 08:23:33+02:00,Resolve ticket,Value 2,Case2004,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-03-12 08:23:59+02:00,Resolve ticket,Value 2,Case2004,Variant 6,6,Fluxicon Disco
Closed,complete,Value 5,2010-03-31 09:40:20+03:00,Closed,Value 5,Case2004,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-03-03 11:38:08+02:00,Assign seriousness,Value 15,Case940,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 15,2010-03-03 11:41:15+02:00,Take in charge ticket,Value 15,Case940,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 15,2010-03-03 11:49:35+02:00,Resolve ticket,Value 15,Case940,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-05-02 10:50:25+03:00,Closed,Value 5,Case940,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 15,2010-03-04 16:49:18+02:00,Insert ticket,Value 15,Case599,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-03-08 13:59:35+02:00,Assign seriousness,Value 15,Case599,Variant 7,7,Fluxicon Disco
