"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","org:group","Resource","Activity"
"1-333164156","Queued-Awaiting Assignment","2010/11/12 19:22:19.000","2010/11/12 19:22:19.000","Fluxicon Disco","Variant 89","89","Timothy-Org line A2","Org line A2","Timothy","Queued-Awaiting Assignment"
"1-333164156","Accepted-Assigned","2010/11/23 15:10:22.000","2010/11/23 15:10:22.000","Fluxicon Disco","Variant 89","89","Ian-Org line A2","Org line A2","Ian","Accepted-Assigned"
"1-333164156","Accepted-Assigned","2011/01/07 14:55:04.000","2011/01/07 14:55:04.000","Fluxicon Disco","Variant 89","89","Alan-Org line A2","Org line A2","Alan","Accepted-Assigned"
"1-333164156","Accepted-Wait","2011/01/11 17:13:42.000","2011/01/11 17:13:42.000","Fluxicon Disco","Variant 89","89","Alan-Org line A2","Org line A2","Alan","Accepted-Wait"
"1-333164156","Accepted-In Progress","2011/05/19 15:45:16.000","2011/05/19 15:45:16.000","Fluxicon Disco","Variant 89","89","Lars-Org line V11","Org line V11","Lars","Accepted-In Progress"
"1-333164156","Queued-Awaiting Assignment","2011/05/19 15:49:04.000","2011/05/19 15:49:04.000","Fluxicon Disco","Variant 89","89","Ibrahim-Org line A2","Org line A2","Ibrahim","Queued-Awaiting Assignment"
"1-333164156","Accepted-In Progress","2011/08/25 15:24:01.000","2011/08/25 15:24:01.000","Fluxicon Disco","Variant 89","89","Ibrahim-Org line A2","Org line A2","Ibrahim","Accepted-In Progress"
"1-333164156","Queued-Awaiting Assignment","2011/08/25 15:24:43.000","2011/08/25 15:24:43.000","Fluxicon Disco","Variant 89","89","Ward-Org line A2","Org line A2","Ward","Queued-Awaiting Assignment"
"1-333164156","Accepted-Assigned","2011/08/25 15:25:33.000","2011/08/25 15:25:33.000","Fluxicon Disco","Variant 89","89","Liesbet-Org line A2","Org line A2","Liesbet","Accepted-Assigned"
"1-333164156","Accepted-In Progress","2011/10/26 17:07:30.000","2011/10/26 17:07:30.000","Fluxicon Disco","Variant 89","89","Liesbet-Org line A2","Org line A2","Liesbet","Accepted-In Progress"
"1-333164156","Completed-Closed","2012/03/30 11:45:20.000","2012/03/30 11:45:20.000","Fluxicon Disco","Variant 89","89","Liesbet-Org line A2","Org line A2","Liesbet","Completed-Closed"
"1-335260940","Accepted-In Progress","2009/11/24 09:44:43.000","2009/11/24 09:44:43.000","Fluxicon Disco","Variant 90","90","Joris-Org line A2","Org line A2","Joris","Accepted-In Progress"
"1-335260940","Queued-Awaiting Assignment","2009/11/30 10:45:01.000","2009/11/30 10:45:01.000","Fluxicon Disco","Variant 90","90","Joris-Org line A2","Org line A2","Joris","Queued-Awaiting Assignment"
"1-335260940","Accepted-In Progress","2010/03/14 13:40:26.000","2010/03/14 13:40:26.000","Fluxicon Disco","Variant 90","90","Joris-Org line A2","Org line A2","Joris","Accepted-In Progress"
"1-335260940","Unmatched-Unmatched","2010/03/14 13:40:36.000","2010/03/14 13:40:36.000","Fluxicon Disco","Variant 90","90","Joris-Org line A2","Org line A2","Joris","Unmatched-Unmatched"
"1-335260940","Completed-Closed","2012/01/18 14:26:41.000","2012/01/18 14:26:41.000","Fluxicon Disco","Variant 90","90","Joris-Org line A2","Org line A2","Joris","Completed-Closed"
"1-337229341","Unmatched-Unmatched","2009/12/04 12:10:14.000","2009/12/04 12:10:14.000","Fluxicon Disco","Variant 91","91","Lars-Org line A2","Org line A2","Lars","Unmatched-Unmatched"
"1-337229341","Accepted-Assigned","2010/11/29 11:52:49.000","2010/11/29 11:52:49.000","Fluxicon Disco","Variant 91","91","Lars-Org line A2","Org line A2","Lars","Accepted-Assigned"
"1-337229341","Accepted-In Progress","2012/04/14 17:22:00.000","2012/04/14 17:22:00.000","Fluxicon Disco","Variant 91","91","Lars-Org line A2","Org line A2","Lars","Accepted-In Progress"
"1-337229341","Completed-Closed","2012/04/14 17:22:21.000","2012/04/14 17:22:21.000","Fluxicon Disco","Variant 91","91","Lars-Org line A2","Org line A2","Lars","Completed-Closed"
"1-338946805","Accepted-In Progress","2009/12/14 14:29:17.000","2009/12/14 14:29:17.000","Fluxicon Disco","Variant 4","4","Andre-Org line A2","Org line A2","Andre","Accepted-In Progress"
"1-338946805","Accepted-In Progress","2012/01/10 09:32:43.000","2012/01/10 09:32:43.000","Fluxicon Disco","Variant 4","4","Andre-Org line A2","Org line A2","Andre","Accepted-In Progress"
"1-338946805","Completed-Closed","2012/01/10 09:33:57.000","2012/01/10 09:33:57.000","Fluxicon Disco","Variant 4","4","Andre-Org line A2","Org line A2","Andre","Completed-Closed"
"1-339798202","Accepted-In Progress","2009/12/16 12:59:24.000","2009/12/16 12:59:24.000","Fluxicon Disco","Variant 4","4","Minnie-Org line A2","Org line A2","Minnie","Accepted-In Progress"
"1-339798202","Accepted-In Progress","2012/03/15 12:21:25.000","2012/03/15 12:21:25.000","Fluxicon Disco","Variant 4","4","Minnie-Org line A2","Org line A2","Minnie","Accepted-In Progress"
"1-339798202","Completed-Closed","2012/03/15 12:21:47.000","2012/03/15 12:21:47.000","Fluxicon Disco","Variant 4","4","Minnie-Org line A2","Org line A2","Minnie","Completed-Closed"
"1-339889001","Accepted-In Progress","2009/12/16 20:47:26.000","2009/12/16 20:47:26.000","Fluxicon Disco","Variant 4","4","Kenny-Org line A2","Org line A2","Kenny","Accepted-In Progress"
"1-339889001","Accepted-In Progress","2012/03/14 13:04:51.000","2012/03/14 13:04:51.000","Fluxicon Disco","Variant 4","4","Kenny-Org line A2","Org line A2","Kenny","Accepted-In Progress"
"1-339889001","Completed-Closed","2012/03/14 13:07:29.000","2012/03/14 13:07:29.000","Fluxicon Disco","Variant 4","4","Kenny-Org line A2","Org line A2","Kenny","Completed-Closed"
"1-340984229","Accepted-In Progress","2009/12/22 09:09:31.000","2009/12/22 09:09:31.000","Fluxicon Disco","Variant 42","42","Jüri-Org line A2","Org line A2","Jüri","Accepted-In Progress"
"1-340984229","Unmatched-Unmatched","2009/12/22 09:25:22.000","2009/12/22 09:25:22.000","Fluxicon Disco","Variant 42","42","Jüri-Org line A2","Org line A2","Jüri","Unmatched-Unmatched"
"1-340984229","Completed-Closed","2012/02/01 12:38:06.000","2012/02/01 12:38:06.000","Fluxicon Disco","Variant 42","42","Jüri-Org line A2","Org line A2","Jüri","Completed-Closed"
"1-341002175","Accepted-Wait","2009/12/22 10:56:03.000","2009/12/22 10:56:03.000","Fluxicon Disco","Variant 33","33","Jüri-Org line A2","Org line A2","Jüri","Accepted-Wait"
"1-341002175","Accepted-In Progress","2012/02/01 12:39:50.000","2012/02/01 12:39:50.000","Fluxicon Disco","Variant 33","33","Jüri-Org line A2","Org line A2","Jüri","Accepted-In Progress"
"1-341002175","Completed-Closed","2012/02/01 12:40:25.000","2012/02/01 12:40:25.000","Fluxicon Disco","Variant 33","33","Jüri-Org line A2","Org line A2","Jüri","Completed-Closed"
"1-342442140","Accepted-In Progress","2010/01/05 16:42:20.000","2010/01/05 16:42:20.000","Fluxicon Disco","Variant 1","1","Lena-Org line A2","Org line A2","Lena","Accepted-In Progress"
"1-342442140","Completed-Closed","2012/03/20 16:14:00.000","2012/03/20 16:14:00.000","Fluxicon Disco","Variant 1","1","Lena-Org line A2","Org line A2","Lena","Completed-Closed"
"1-345132462","Accepted-In Progress","2010/01/14 10:34:54.000","2010/01/14 10:34:54.000","Fluxicon Disco","Variant 92","92","Tomas-Org line A2","Org line A2","Tomas","Accepted-In Progress"
"1-345132462","Accepted-Wait","2010/01/27 10:43:29.000","2010/01/27 10:43:29.000","Fluxicon Disco","Variant 92","92","Tomas-Org line A2","Org line A2","Tomas","Accepted-Wait"
"1-345132462","Accepted-Assigned","2010/02/03 10:20:05.000","2010/02/03 10:20:05.000","Fluxicon Disco","Variant 92","92","Tomas-Org line A2","Org line A2","Tomas","Accepted-Assigned"
"1-345132462","Accepted-Wait","2010/02/22 08:33:08.000","2010/02/22 08:33:08.000","Fluxicon Disco","Variant 92","92","Tomas-Org line A2","Org line A2","Tomas","Accepted-Wait"
"1-345132462","Accepted-In Progress","2011/09/02 00:17:47.000","2011/09/02 00:17:47.000","Fluxicon Disco","Variant 92","92","Tomas-Org line A2","Org line A2","Tomas","Accepted-In Progress"
"1-345132462","Accepted-In Progress","2012/02/01 10:24:17.000","2012/02/01 10:24:17.000","Fluxicon Disco","Variant 92","92","Carrie-Org line A2","Org line A2","Carrie","Accepted-In Progress"
"1-345132462","Completed-Closed","2012/02/01 10:24:59.000","2012/02/01 10:24:59.000","Fluxicon Disco","Variant 92","92","Carrie-Org line A2","Org line A2","Carrie","Completed-Closed"
"1-345255471","Accepted-In Progress","2010/01/14 15:02:21.000","2010/01/14 15:02:21.000","Fluxicon Disco","Variant 31","31","Mats-Org line C","Org line C","Mats","Accepted-In Progress"
"1-345255471","Queued-Awaiting Assignment","2010/01/15 15:10:22.000","2010/01/15 15:10:22.000","Fluxicon Disco","Variant 31","31","Mats-Org line C","Org line C","Mats","Queued-Awaiting Assignment"
"1-345255471","Queued-Awaiting Assignment","2011/09/23 15:06:05.000","2011/09/23 15:06:05.000","Fluxicon Disco","Variant 31","31","Mats-Org line C","Org line C","Mats","Queued-Awaiting Assignment"
"1-345255471","Accepted-In Progress","2012/02/08 08:11:21.000","2012/02/08 08:11:21.000","Fluxicon Disco","Variant 31","31","Mats-Org line C","Org line C","Mats","Accepted-In Progress"
"1-345255471","Completed-Closed","2012/02/08 08:14:29.000","2012/02/08 08:14:29.000","Fluxicon Disco","Variant 31","31","Mats-Org line C","Org line C","Mats","Completed-Closed"
"1-347461373","Accepted-In Progress","2010/01/21 16:42:26.000","2010/01/21 16:42:26.000","Fluxicon Disco","Variant 4","4","Daniel-Org line A2","Org line A2","Daniel","Accepted-In Progress"
"1-347461373","Accepted-In Progress","2012/04/11 16:38:17.000","2012/04/11 16:38:17.000","Fluxicon Disco","Variant 4","4","Daniel-Org line A2","Org line A2","Daniel","Accepted-In Progress"
"1-347461373","Completed-Closed","2012/04/11 16:39:02.000","2012/04/11 16:39:02.000","Fluxicon Disco","Variant 4","4","Daniel-Org line A2","Org line A2","Daniel","Completed-Closed"
"1-347923966","Accepted-In Progress","2010/01/25 09:19:08.000","2010/01/25 09:19:08.000","Fluxicon Disco","Variant 71","71","Roger-Org line A2","Org line A2","Roger","Accepted-In Progress"
"1-347923966","Accepted-Assigned","2010/02/08 11:41:12.000","2010/02/08 11:41:12.000","Fluxicon Disco","Variant 71","71","Roger-Org line A2","Org line A2","Roger","Accepted-Assigned"
"1-347923966","Accepted-In Progress","2010/03/03 15:54:09.000","2010/03/03 15:54:09.000","Fluxicon Disco","Variant 71","71","Roger-Org line A2","Org line A2","Roger","Accepted-In Progress"
"1-347923966","Accepted-Assigned","2010/03/03 15:54:25.000","2010/03/03 15:54:25.000","Fluxicon Disco","Variant 71","71","Barbara-Org line A2","Org line A2","Barbara","Accepted-Assigned"
"1-347923966","Accepted-In Progress","2012/03/28 14:39:46.000","2012/03/28 14:39:46.000","Fluxicon Disco","Variant 71","71","Barbara-Org line A2","Org line A2","Barbara","Accepted-In Progress"
"1-347923966","Completed-Closed","2012/03/28 14:39:49.000","2012/03/28 14:39:49.000","Fluxicon Disco","Variant 71","71","Barbara-Org line A2","Org line A2","Barbara","Completed-Closed"
"1-347924629","Accepted-In Progress","2010/01/25 07:44:36.000","2010/01/25 07:44:36.000","Fluxicon Disco","Variant 14","14","Ann-Org line A2","Org line A2","Ann","Accepted-In Progress"
"1-347924629","Accepted-Assigned","2011/12/16 10:26:27.000","2011/12/16 10:26:27.000","Fluxicon Disco","Variant 14","14","Ann-Org line A2","Org line A2","Ann","Accepted-Assigned"
"1-347924629","Accepted-Wait","2012/03/30 13:09:18.000","2012/03/30 13:09:18.000","Fluxicon Disco","Variant 14","14","Ann-Org line A2","Org line A2","Ann","Accepted-Wait"
"1-347924629","Completed-Closed","2012/03/30 13:24:18.000","2012/03/30 13:24:18.000","Fluxicon Disco","Variant 14","14","Ann-Org line A2","Org line A2","Ann","Completed-Closed"
"1-349857482","Accepted-In Progress","2010/01/27 13:58:09.000","2010/01/27 13:58:09.000","Fluxicon Disco","Variant 1","1","Anders-Org line A2","Org line A2","Anders","Accepted-In Progress"
"1-349857482","Completed-Closed","2012/02/29 12:20:13.000","2012/02/29 12:20:13.000","Fluxicon Disco","Variant 1","1","Anders-Org line A2","Org line A2","Anders","Completed-Closed"
"1-351187625","Accepted-In Progress","2010/02/02 15:50:20.000","2010/02/02 15:50:20.000","Fluxicon Disco","Variant 4","4","Daniel-Org line A2","Org line A2","Daniel","Accepted-In Progress"
"1-351187625","Accepted-In Progress","2012/04/11 16:39:33.000","2012/04/11 16:39:33.000","Fluxicon Disco","Variant 4","4","Daniel-Org line A2","Org line A2","Daniel","Accepted-In Progress"
"1-351187625","Completed-Closed","2012/04/11 16:40:09.000","2012/04/11 16:40:09.000","Fluxicon Disco","Variant 4","4","Daniel-Org line A2","Org line A2","Daniel","Completed-Closed"
"1-351314317","Accepted-In Progress","2010/02/03 09:34:32.000","2010/02/03 09:34:32.000","Fluxicon Disco","Variant 2","2","Ewa-Org line A2","Org line A2","Ewa","Accepted-In Progress"
"1-351314317","Queued-Awaiting Assignment","2010/02/03 09:45:18.000","2010/02/03 09:45:18.000","Fluxicon Disco","Variant 2","2","Ewa-Org line A2","Org line A2","Ewa","Queued-Awaiting Assignment"
"1-351314317","Accepted-In Progress","2010/02/03 10:40:51.000","2010/02/03 10:40:51.000","Fluxicon Disco","Variant 2","2","Ewa-Org line A2","Org line A2","Ewa","Accepted-In Progress"
"1-351314317","Accepted-Assigned","2010/02/03 10:40:58.000","2010/02/03 10:40:58.000","Fluxicon Disco","Variant 2","2","Ewa-Org line A2","Org line A2","Ewa","Accepted-Assigned"
"1-351314317","Accepted-In Progress","2011/12/20 22:25:19.000","2011/12/20 22:25:19.000","Fluxicon Disco","Variant 2","2","Ewa-Org line A2","Org line A2","Ewa","Accepted-In Progress"
"1-351314317","Completed-Closed","2012/01/03 13:13:02.000","2012/01/03 13:13:02.000","Fluxicon Disco","Variant 2","2","Ewa-Org line A2","Org line A2","Ewa","Completed-Closed"
"1-351869391","Accepted-In Progress","2010/02/05 10:00:12.000","2010/02/05 10:00:12.000","Fluxicon Disco","Variant 4","4","Carrie-Org line A2","Org line A2","Carrie","Accepted-In Progress"
"1-351869391","Accepted-In Progress","2012/02/23 14:34:50.000","2012/02/23 14:34:50.000","Fluxicon Disco","Variant 4","4","Carrie-Org line A2","Org line A2","Carrie","Accepted-In Progress"
"1-351869391","Completed-Closed","2012/02/23 14:37:00.000","2012/02/23 14:37:00.000","Fluxicon Disco","Variant 4","4","Carrie-Org line A2","Org line A2","Carrie","Completed-Closed"
"1-353818791","Queued-Awaiting Assignment","2010/02/12 14:00:54.000","2010/02/12 14:00:54.000","Fluxicon Disco","Variant 22","22","Martin-Org line C","Org line C","Martin","Queued-Awaiting Assignment"
"1-353818791","Accepted-In Progress","2010/02/12 14:01:08.000","2010/02/12 14:01:08.000","Fluxicon Disco","Variant 22","22","Martin-Org line C","Org line C","Martin","Accepted-In Progress"
"1-353818791","Queued-Awaiting Assignment","2010/10/28 19:15:39.000","2010/10/28 19:15:39.000","Fluxicon Disco","Variant 22","22","Martin-Org line C","Org line C","Martin","Queued-Awaiting Assignment"
"1-353818791","Accepted-In Progress","2010/10/29 17:11:03.000","2010/10/29 17:11:03.000","Fluxicon Disco","Variant 22","22","Björn-Org line C","Org line C","Björn","Accepted-In Progress"
"1-353818791","Completed-Closed","2012/04/04 15:41:41.000","2012/04/04 15:41:41.000","Fluxicon Disco","Variant 22","22","Björn-Org line C","Org line C","Björn","Completed-Closed"
"1-354039443","Accepted-In Progress","2010/02/15 07:41:51.000","2010/02/15 07:41:51.000","Fluxicon Disco","Variant 20","20","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-354039443","Accepted-In Progress","2010/02/15 07:48:52.000","2010/02/15 07:48:52.000","Fluxicon Disco","Variant 20","20","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-354039443","Accepted-Assigned","2010/02/15 12:10:30.000","2010/02/15 12:10:30.000","Fluxicon Disco","Variant 20","20","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-354039443","Accepted-In Progress","2011/12/28 15:05:47.000","2011/12/28 15:05:47.000","Fluxicon Disco","Variant 20","20","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-354039443","Completed-Closed","2012/01/30 12:29:51.000","2012/01/30 12:29:51.000","Fluxicon Disco","Variant 20","20","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-354090772","Accepted-In Progress","2010/02/15 09:33:11.000","2010/02/15 09:33:11.000","Fluxicon Disco","Variant 93","93","Roger-Org line F","Org line F","Roger","Accepted-In Progress"
"1-354090772","Accepted-Wait","2010/02/15 09:34:41.000","2010/02/15 09:34:41.000","Fluxicon Disco","Variant 93","93","Roger-Org line F","Org line F","Roger","Accepted-Wait"
"1-354090772","Accepted-In Progress","2010/03/02 13:59:28.000","2010/03/02 13:59:28.000","Fluxicon Disco","Variant 93","93","Roger-Org line F","Org line F","Roger","Accepted-In Progress"
"1-354090772","Queued-Awaiting Assignment","2010/03/02 14:01:04.000","2010/03/02 14:01:04.000","Fluxicon Disco","Variant 93","93","Henrik-Org line A2","Org line A2","Henrik","Queued-Awaiting Assignment"
"1-354090772","Accepted-In Progress","2010/03/02 14:07:11.000","2010/03/02 14:07:11.000","Fluxicon Disco","Variant 93","93","Henrik-Org line A2","Org line A2","Henrik","Accepted-In Progress"
"1-354090772","Accepted-Assigned","2010/03/02 14:07:48.000","2010/03/02 14:07:48.000","Fluxicon Disco","Variant 93","93","Ewa-Org line A2","Org line A2","Ewa","Accepted-Assigned"
"1-354090772","Accepted-Wait","2010/03/02 14:11:18.000","2010/03/02 14:11:18.000","Fluxicon Disco","Variant 93","93","Ewa-Org line A2","Org line A2","Ewa","Accepted-Wait"
"1-354090772","Accepted-Assigned","2011/04/11 08:48:47.000","2011/04/11 08:48:47.000","Fluxicon Disco","Variant 93","93","Katarzyna-Org line A2","Org line A2","Katarzyna","Accepted-Assigned"
"1-354090772","Accepted-Assigned","2011/04/11 09:08:44.000","2011/04/11 09:08:44.000","Fluxicon Disco","Variant 93","93","Damian-Org line A2","Org line A2","Damian","Accepted-Assigned"
"1-354090772","Accepted-Wait","2011/11/23 11:55:49.000","2011/11/23 11:55:49.000","Fluxicon Disco","Variant 93","93","Damian-Org line A2","Org line A2","Damian","Accepted-Wait"
"1-354090772","Completed-Closed","2012/01/19 08:56:20.000","2012/01/19 08:56:20.000","Fluxicon Disco","Variant 93","93","Damian-Org line A2","Org line A2","Damian","Completed-Closed"
"1-354350908","Accepted-Wait","2010/02/16 11:03:41.000","2010/02/16 11:03:41.000","Fluxicon Disco","Variant 74","74","Tomas-Org line A2","Org line A2","Tomas","Accepted-Wait"
"1-354350908","Accepted-In Progress","2011/09/02 00:16:31.000","2011/09/02 00:16:31.000","Fluxicon Disco","Variant 74","74","Tomas-Org line A2","Org line A2","Tomas","Accepted-In Progress"
