"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","deadline","department","group","org:resource","org:group"
"case-10073","T02 Check confirmation of receipt","2011/11/29 14:40:03.247","2011/11/29 14:40:03.247","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 4"
"case-10073","T04 Determine confirmation of receipt","2011/11/29 14:40:32.371","2011/11/29 14:40:32.371","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 3"
"case-10073","T05 Print and send confirmation of receipt","2011/11/29 14:41:12.227","2011/11/29 14:41:12.227","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 2"
"case-10073","T06 Determine necessity of stop advice","2011/11/29 14:42:10.340","2011/11/29 14:42:10.340","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 1"
"case-10073","T07-1 Draft intern advice aspect 1","2011/11/30 10:53:50.203","2011/11/30 10:53:50.203","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 13"
"case-10073","T08 Draft and send request for advice","2011/11/30 10:54:46.581","2011/11/30 10:54:46.581","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 1"
"case-10073","T09-1 Process or receive external advice from party 1","2011/11/30 11:02:33.530","2011/11/30 11:02:33.530","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 1"
"case-10073","T06 Determine necessity of stop advice","2011/11/30 11:04:28.307","2011/11/30 11:04:28.307","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 1"
"case-10073","T10 Determine necessity to stop indication","2011/11/30 11:05:12.807","2011/11/30 11:05:12.807","2012/01/23 00:00:00.010",,"Resource22","Internet","2011/10/17 01:06:40.020","2012/01/23 00:00:00.000","General","Group 5","Resource22","Group 1"
"case-10075","Confirmation of receipt","2011/10/20 11:57:52.783","2011/10/20 11:57:52.783","2012/01/03 14:45:00.878","2011/10/20 11:57:51.715","admin3","Internet","2011/10/17 15:45:00.878","2012/01/03 14:45:00.878","Customer contact",,"admin2","Group 1"
"case-10087","Confirmation of receipt","2011/10/24 15:57:27.372","2011/10/24 15:57:27.372","2011/12/13 01:06:40.010","2011/12/21 00:00:00.010","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-10087","T02 Check confirmation of receipt","2011/10/24 15:57:45.747","2011/10/24 15:57:45.747","2011/12/13 01:06:40.010","2011/12/21 00:00:00.010","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-10087","T04 Determine confirmation of receipt","2011/10/24 15:58:02.043","2011/10/24 15:58:02.043","2011/12/13 01:06:40.010","2011/12/21 00:00:00.010","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-10087","T05 Print and send confirmation of receipt","2011/10/24 15:58:19.298","2011/10/24 15:58:19.298","2011/12/13 01:06:40.010","2011/12/21 00:00:00.010","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-10087","T06 Determine necessity of stop advice","2011/10/24 15:58:34.305","2011/10/24 15:58:34.305","2011/12/13 01:06:40.010","2011/12/21 00:00:00.010","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10087","T10 Determine necessity to stop indication","2011/10/24 15:58:55.006","2011/10/24 15:58:55.006","2011/12/13 01:06:40.010","2011/12/21 00:00:00.010","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10089","Confirmation of receipt","2011/10/18 16:12:35.899","2011/10/18 16:12:35.899","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10089","T02 Check confirmation of receipt","2011/10/18 16:14:00.020","2011/10/18 16:14:00.020","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-10089","T04 Determine confirmation of receipt","2011/10/18 16:14:55.271","2011/10/18 16:14:55.271","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-10089","T05 Print and send confirmation of receipt","2011/10/18 16:15:26.326","2011/10/18 16:15:26.326","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","Resource20","Group 2"
"case-10089","T06 Determine necessity of stop advice","2011/10/18 16:16:01.203","2011/10/18 16:16:01.203","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10089","T10 Determine necessity to stop indication","2011/10/18 16:16:30.526","2011/10/18 16:16:30.526","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10089","T11 Create document X request unlicensed","2011/10/24 12:02:20.931","2011/10/24 12:02:20.931","2011/12/09 01:06:40.010","2011/10/24 12:02:19.895","Resource20","Internet","2011/10/14 01:06:40.020","2011/12/09 01:06:40.000","General","Group 2","admin2","Group 1"
"case-10090","Confirmation of receipt","2011/10/24 16:25:16.886","2011/10/24 16:25:16.886","2011/12/13 01:06:40.010","2011/12/23 10:15:43.378","Resource01","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-10090","T02 Check confirmation of receipt","2011/10/24 16:25:48.093","2011/10/24 16:25:48.093","2011/12/13 01:06:40.010","2011/12/23 10:15:43.378","Resource01","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-10090","T04 Determine confirmation of receipt","2011/10/24 16:26:08.810","2011/10/24 16:26:08.810","2011/12/13 01:06:40.010","2011/12/23 10:15:43.378","Resource01","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-10090","T05 Print and send confirmation of receipt","2011/10/24 16:26:35.495","2011/10/24 16:26:35.495","2011/12/13 01:06:40.010","2011/12/23 10:15:43.378","Resource01","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-10090","T06 Determine necessity of stop advice","2011/10/24 16:27:22.161","2011/10/24 16:27:22.161","2011/12/13 01:06:40.010","2011/12/23 10:15:43.378","Resource01","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10090","T10 Determine necessity to stop indication","2011/10/24 16:27:44.390","2011/10/24 16:27:44.390","2011/12/13 01:06:40.010","2011/12/23 10:15:43.378","Resource01","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10094","Confirmation of receipt","2011/10/25 15:07:27.732","2011/10/25 15:07:27.732","2011/12/13 01:06:40.010","2011/11/23 09:10:27.977","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-10094","T02 Check confirmation of receipt","2011/10/25 15:07:50.830","2011/10/25 15:07:50.830","2011/12/13 01:06:40.010","2011/11/23 09:10:27.977","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-10094","T04 Determine confirmation of receipt","2011/10/25 15:08:07.876","2011/10/25 15:08:07.876","2011/12/13 01:06:40.010","2011/11/23 09:10:27.977","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-10094","T05 Print and send confirmation of receipt","2011/10/25 15:08:27.483","2011/10/25 15:08:27.483","2011/12/13 01:06:40.010","2011/11/23 09:10:27.977","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-10094","T06 Determine necessity of stop advice","2011/10/25 15:08:48.537","2011/10/25 15:08:48.537","2011/12/13 01:06:40.010","2011/11/23 09:10:27.977","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10094","T10 Determine necessity to stop indication","2011/10/25 15:09:15.981","2011/10/25 15:09:15.981","2011/12/13 01:06:40.010","2011/11/23 09:10:27.977","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10095","Confirmation of receipt","2011/11/14 09:26:07.385","2011/11/14 09:26:07.385","2011/12/13 01:06:40.010","2011/11/11 00:00:00.010","Resource05","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 5","admin2","EMPTY"
"case-10098","Confirmation of receipt","2011/10/25 16:06:58.586","2011/10/25 16:06:58.586","2011/12/13 01:06:40.010","2011/11/21 10:55:59.502","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-10098","T02 Check confirmation of receipt","2011/10/25 16:07:20.077","2011/10/25 16:07:20.077","2011/12/13 01:06:40.010","2011/11/21 10:55:59.502","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-10098","T04 Determine confirmation of receipt","2011/10/25 16:07:48.289","2011/10/25 16:07:48.289","2011/12/13 01:06:40.010","2011/11/21 10:55:59.502","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-10098","T05 Print and send confirmation of receipt","2011/10/25 16:08:23.484","2011/10/25 16:08:23.484","2011/12/13 01:06:40.010","2011/11/21 10:55:59.502","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-10098","T06 Determine necessity of stop advice","2011/10/25 16:08:54.842","2011/10/25 16:08:54.842","2011/12/13 01:06:40.010","2011/11/21 10:55:59.502","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10098","T10 Determine necessity to stop indication","2011/10/25 16:09:21.982","2011/10/25 16:09:21.982","2011/12/13 01:06:40.010","2011/11/21 10:55:59.502","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10099","Confirmation of receipt","2011/10/26 09:04:38.421","2011/10/26 09:04:38.421","2011/12/13 01:06:40.010","2011/11/23 09:18:38.635","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-10099","T02 Check confirmation of receipt","2011/10/26 09:04:58.466","2011/10/26 09:04:58.466","2011/12/13 01:06:40.010","2011/11/23 09:18:38.635","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-10099","T04 Determine confirmation of receipt","2011/10/26 09:05:15.074","2011/10/26 09:05:15.074","2011/12/13 01:06:40.010","2011/11/23 09:18:38.635","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-10099","T05 Print and send confirmation of receipt","2011/10/26 09:05:29.235","2011/10/26 09:05:29.235","2011/12/13 01:06:40.010","2011/11/23 09:18:38.635","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-10099","T06 Determine necessity of stop advice","2011/10/26 09:05:43.792","2011/10/26 09:05:43.792","2011/12/13 01:06:40.010","2011/11/23 09:18:38.635","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10099","T10 Determine necessity to stop indication","2011/10/26 09:07:16.656","2011/10/26 09:07:16.656","2011/12/13 01:06:40.010","2011/11/23 09:18:38.635","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10101","Confirmation of receipt","2011/10/26 11:44:51.917","2011/10/26 11:44:51.917","2011/12/13 01:06:40.010","2011/11/16 14:34:26.165","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-10101","T02 Check confirmation of receipt","2011/10/26 11:45:23.672","2011/10/26 11:45:23.672","2011/12/13 01:06:40.010","2011/11/16 14:34:26.165","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-10101","T04 Determine confirmation of receipt","2011/10/26 11:45:54.899","2011/10/26 11:45:54.899","2011/12/13 01:06:40.010","2011/11/16 14:34:26.165","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-10101","T05 Print and send confirmation of receipt","2011/10/26 11:46:16.939","2011/10/26 11:46:16.939","2011/12/13 01:06:40.010","2011/11/16 14:34:26.165","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-10101","T06 Determine necessity of stop advice","2011/10/26 11:46:40.098","2011/10/26 11:46:40.098","2011/12/13 01:06:40.010","2011/11/16 14:34:26.165","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10101","T10 Determine necessity to stop indication","2011/10/26 11:47:15.161","2011/10/26 11:47:15.161","2011/12/13 01:06:40.010","2011/11/16 14:34:26.165","Resource11","Internet","2011/10/18 01:06:40.020","2011/12/13 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-10102","Confirmation of receipt","2011/10/20 11:06:16.081","2011/10/20 11:06:16.081","2012/01/24 01:06:40.010",,"Resource02","Internet","2011/10/18 01:06:40.020","2012/01/24 01:06:40.000","General","Group 5","Resource02","EMPTY"
"case-10102","T02 Check confirmation of receipt","2011/10/27 13:46:27.098","2011/10/27 13:46:27.098","2012/01/24 01:06:40.010",,"Resource02","Internet","2011/10/18 01:06:40.020","2012/01/24 01:06:40.000","General","Group 5","Resource02","EMPTY"
"case-10102","T04 Determine confirmation of receipt","2011/10/27 13:46:49.205","2011/10/27 13:46:49.205","2012/01/24 01:06:40.010",,"Resource02","Internet","2011/10/18 01:06:40.020","2012/01/24 01:06:40.000","General","Group 5","Resource02","Group 3"
"case-10102","T05 Print and send confirmation of receipt","2011/10/27 15:11:16.295","2011/10/27 15:11:16.295","2012/01/24 01:06:40.010",,"Resource02","Internet","2011/10/18 01:06:40.020","2012/01/24 01:06:40.000","General","Group 5","admin1","Group 2"
"case-10102","T06 Determine necessity of stop advice","2011/11/17 08:13:20.068","2011/11/17 08:13:20.068","2012/01/24 01:06:40.010",,"Resource02","Internet","2011/10/18 01:06:40.020","2012/01/24 01:06:40.000","General","Group 5","Resource02","Group 1"
"case-10102","T10 Determine necessity to stop indication","2011/11/17 08:14:21.708","2011/11/17 08:14:21.708","2012/01/24 01:06:40.010",,"Resource02","Internet","2011/10/18 01:06:40.020","2012/01/24 01:06:40.000","General","Group 5","Resource02","Group 1"
"case-10103","Confirmation of receipt","2011/11/15 07:20:14.205","2011/11/15 07:20:14.205","2012/01/02 00:00:00.010","2012/01/18 14:42:30.860","Resource02","Internet","2011/10/11 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","EMPTY"
"case-10103","T02 Check confirmation of receipt","2011/11/15 07:20:38.880","2011/11/15 07:20:38.880","2012/01/02 00:00:00.010","2012/01/18 14:42:30.860","Resource02","Internet","2011/10/11 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 4"
"case-10103","T04 Determine confirmation of receipt","2011/11/15 07:21:00.327","2011/11/15 07:21:00.327","2012/01/02 00:00:00.010","2012/01/18 14:42:30.860","Resource02","Internet","2011/10/11 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 3"
"case-10103","T05 Print and send confirmation of receipt","2011/11/15 07:21:22.524","2011/11/15 07:21:22.524","2012/01/02 00:00:00.010","2012/01/18 14:42:30.860","Resource02","Internet","2011/10/11 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 2"
"case-10103","T06 Determine necessity of stop advice","2011/11/15 07:42:16.335","2011/11/15 07:42:16.335","2012/01/02 00:00:00.010","2012/01/18 14:42:30.860","Resource02","Internet","2011/10/11 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 1"
