CaseID,ActivityID
case-9631,0
case-9631,1
case-9631,5
case-9631,6
case-9631,3
case-9631,4
case-9631,7
case-9631,8
case-9631,9
case-9631,10
case-9633,0
case-9633,1
case-9633,5
case-9633,6
case-9633,3
case-9633,4
case-9635,0
case-9635,3
case-9635,4
case-9635,1
case-9635,5
case-9635,6
case-9639,0
case-9639,1
case-9639,5
case-9639,6
case-9639,3
case-9639,4
case-9652,0
case-9652,1
case-9652,5
case-9652,6
case-9652,3
case-9652,4
case-9653,0
case-9653,1
case-9653,5
case-9653,6
case-9653,3
case-9653,4
case-9670,0
case-9670,1
case-9670,5
case-9670,6
case-9670,3
case-9670,4
case-9697,0
case-9697,1
case-9697,3
case-9697,4
case-9697,5
case-9697,6
case-9700,0
case-9700,1
case-9700,5
case-9700,6
case-9700,3
case-9700,4
case-9701,0
case-9701,3
case-9701,1
case-9701,5
case-9701,6
case-9701,4
case-9704,0
case-9710,0
case-9710,1
case-9710,5
case-9710,6
case-9710,3
case-9710,4
case-9711,0
case-9711,1
case-9711,5
case-9711,6
case-9711,3
case-9711,4
case-9721,0
case-9721,1
case-9721,5
case-9721,6
case-9721,3
case-9721,4
case-9721,11
case-9721,12
case-9721,13
case-9721,14
case-9722,0
case-9722,3
case-9722,4
case-9722,1
case-9722,5
case-9722,6
case-9725,0
case-9725,1
case-9725,3
case-9725,5
case-9725,6
case-9725,4
case-9727,0
case-9727,1
case-9727,5
case-9727,6
case-9727,3
case-9727,4
case-9746,0
case-9746,1
case-9746,5
case-9746,6
case-9746,3
case-9746,4
case-9746,11
case-9746,12
case-9746,13
case-9746,14
case-9747,0
case-9747,1
case-9747,5
case-9747,6
case-9747,3
case-9747,4
case-9748,0
case-9748,1
case-9748,5
case-9748,6
case-9748,3
case-9748,4
case-9749,0
case-9749,1
case-9749,3
case-9749,5
case-9749,6
case-9749,4
case-9751,0
case-9751,1
case-9751,5
case-9751,6
case-9751,3
case-9751,4
case-9752,0
case-9752,1
case-9752,5
case-9752,6
case-9752,3
case-9752,4
case-9753,0
case-9753,1
case-9753,5
case-9753,6
case-9753,3
case-9753,4
case-9754,0
case-9754,1
case-9754,5
case-9754,6
case-9754,3
case-9754,4
case-9756,0
case-9756,1
case-9756,5
case-9756,6
case-9756,3
case-9756,4
case-9758,0
case-9758,1
case-9758,5
case-9758,6
case-9758,3
case-9758,4
case-9759,0
case-9759,1
case-9759,5
case-9759,6
case-9759,3
case-9759,4
case-9762,0
case-9762,3
case-9762,4
case-9762,1
case-9762,5
case-9762,6
case-9763,0
case-9765,0
case-9765,3
case-9765,4
case-9765,1
case-9765,5
case-9765,6
case-9767,0
case-9767,1
case-9767,5
case-9767,6
case-9767,3
case-9767,4
case-9776,0
case-9776,3
case-9776,1
case-9776,5
case-9776,4
case-9776,6
case-9776,11
case-9776,12
case-9776,13
case-9776,14
case-9777,0
case-9777,1
case-9777,5
case-9777,6
case-9777,3
case-9777,4
case-9778,0
case-9778,1
case-9778,5
case-9778,6
case-9778,3
case-9778,4
case-9781,0
case-9782,0
case-9782,1
case-9782,5
case-9782,3
case-9782,6
case-9782,4
case-9786,0
case-9786,1
case-9786,5
case-9786,6
case-9786,3
case-9786,4
case-9791,0
case-9791,1
case-9791,5
case-9791,6
case-9791,3
case-9791,4
case-9791,11
case-9791,12
case-9791,13
case-9791,14
case-9793,0
case-9793,1
case-9793,5
case-9793,6
case-9793,3
case-9793,4
case-9793,11
case-9793,12
case-9793,13
case-9793,14
case-9794,0
case-9794,1
case-9794,3
case-9794,5
case-9794,4
case-9794,6
case-9796,0
case-9796,1
case-9796,5
case-9796,6
case-9796,3
case-9796,4
case-9804,0
case-9804,3
case-9804,1
case-9804,5
case-9804,6
case-9804,4
case-9823,0
case-9823,3
case-9823,1
case-9823,4
case-9823,5
case-9823,6
case-9826,0
case-9837,0
case-9839,0
case-9839,1
case-9839,5
case-9839,6
case-9839,3
case-9839,4
case-9844,0
case-9845,0
case-9860,0
case-9860,1
case-9860,5
case-9860,6
case-9860,3
case-9860,4
case-9870,0
case-9870,1
case-9870,5
case-9870,6
case-9870,3
case-9870,4
case-9883,0
case-9883,1
case-9883,5
case-9883,6
case-9883,3
case-9883,4
case-9884,0
case-9884,1
case-9884,5
case-9884,6
case-9884,3
case-9884,4
case-9885,0
case-9885,3
case-9885,1
case-9885,5
case-9885,6
case-9885,4
case-9886,0
case-9886,1
case-9886,5
case-9886,6
case-9886,3
case-9886,4
case-9887,0
case-9887,3
case-9887,4
case-9887,1
case-9888,0
case-9890,0
case-9890,1
case-9890,5
case-9890,6
case-9890,3
case-9890,4
case-9892,0
case-9892,1
case-9892,5
case-9892,6
case-9892,3
case-9892,4
case-9893,0
case-9894,0
case-9894,3
case-9894,1
case-9895,0
case-9895,3
case-9895,21
case-9895,3
case-9895,4
case-9895,1
case-9895,5
case-9895,6
case-9896,0
case-9897,0
case-9897,1
case-9897,5
case-9897,3
case-9897,4
case-9897,6
case-9904,0
case-9904,1
case-9904,5
case-9904,6
case-9904,3
case-9904,4
case-9916,0
case-9916,1
case-9916,5
case-9916,6
case-9916,3
case-9916,21
case-9916,3
case-9916,4
case-9919,0
case-9919,1
case-9919,5
case-9919,6
case-9919,3
case-9919,4
case-9920,0
case-9920,1
case-9920,5
case-9920,6
case-9920,3
case-9920,4
case-9921,0
case-9921,1
case-9921,5
case-9921,3
case-9921,6
case-9921,4
case-9921,11
case-9921,12
case-9921,13
case-9921,14
case-9923,0
case-9923,1
case-9923,5
case-9923,6
case-9923,3
case-9923,4
case-9924,0
case-9924,1
case-9924,5
case-9924,6
case-9924,3
case-9924,4
case-9925,0
case-9925,1
case-9925,5
case-9925,6
case-9925,3
case-9925,4
case-9926,0
case-9926,1
case-9926,3
case-9926,4
case-9926,5
case-9926,6
case-9927,0
case-9927,1
case-9927,5
case-9927,6
case-9927,3
case-9927,4
case-9927,7
case-9927,8
case-9927,9
case-9927,10
case-9928,0
case-9928,1
case-9928,5
case-9928,6
case-9928,3
case-9928,4
case-9929,0
case-9929,1
case-9929,5
case-9929,6
case-9929,3
case-9929,4
case-9931,0
case-9931,1
case-9931,5
case-9931,6
case-9931,3
case-9931,4
case-9932,0
case-9932,1
case-9932,3
case-9932,5
case-9932,6
case-9932,4
case-9934,0
case-9934,1
case-9934,3
case-9934,4
case-9934,5
case-9934,6
case-9936,0
case-9936,1
case-9936,5
case-9936,6
case-9936,3
case-9936,4
case-9941,0
case-9941,1
case-9941,5
case-9941,6
case-9941,3
case-9941,4
case-9942,0
case-9942,1
case-9942,5
case-9942,6
case-9942,3
case-9942,4
case-9943,0
case-9943,1
case-9943,5
case-9943,6
case-9943,3
case-9943,4
case-9944,0
case-9944,1
case-9944,5
case-9944,6
case-9944,3
case-9944,4
case-9946,0
case-9946,1
case-9946,5
case-9946,6
case-9946,3
case-9946,4
case-9947,0
case-9947,1
case-9947,5
case-9947,6
case-9947,3
case-9947,4
case-9948,0
case-9948,1
case-9948,3
case-9948,5
case-9948,6
case-9948,4
case-9955,0
case-9955,1
case-9955,5
case-9955,6
case-9955,3
case-9955,4
case-9957,0
case-9957,1
case-9957,5
case-9957,6
case-9957,3
case-9957,4
case-9957,7
case-9957,8
case-9957,9
case-9957,10
case-9961,0
case-9961,1
case-9961,5
case-9961,6
case-9961,3
case-9961,4
case-9963,0
case-9963,1
case-9963,5
case-9963,6
case-9963,3
case-9963,4
case-9966,0
case-9966,1
case-9966,3
case-9966,4
case-9966,5
case-9966,2
case-9966,1
case-9966,5
case-9966,6
case-9967,0
case-9967,3
case-9967,1
case-9967,5
case-9967,6
case-9967,4
case-9969,0
case-9969,1
case-9969,5
case-9969,6
case-9969,3
case-9969,4
case-9970,0
case-9970,1
case-9970,5
case-9970,6
case-9970,3
case-9970,4
case-9972,0
case-9972,1
case-9972,5
case-9972,6
case-9972,3
case-9972,4
case-9981,0
case-9981,1
case-9981,5
case-9981,6
case-9981,3
case-9981,4
case-9986,0
case-9986,1
case-9986,5
case-9986,6
case-9986,3
case-9986,4
case-9997,0
case-9997,1
case-9997,5
case-9997,6
case-9997,3
case-9997,4
